classe_bilan_dpe,code_departement_insee,annee_construction_dpe,version,surface_habitable_logement,type_installation_chauffage,type_energie_chauffage,type_generateur_chauffage,type_generateur_chauffage_anciennete,nb_generateur_chauffage,nb_installation_chauffage,type_generateur_climatisation,type_generateur_climatisation_anciennete,type_installation_ecs,type_energie_ecs,type_generateur_ecs,type_generateur_ecs_anciennete,ecs_solaire,nb_generateur_ecs,nb_installation_ecs,plusieurs_facade_exposee,type_ventilation,type_production_energie_renouvelable,type_vitrage,type_materiaux_menuiserie,type_gaz_lame,type_fermeture,vitrage_vir,surface_vitree_nord,surface_vitree_sud,surface_vitree_ouest,surface_vitree_est,traversant,facteur_solaire_baie_vitree,presence_balcon,l_orientation_baie_vitree,type_isolation_mur_exterieur,materiaux_structure_mur_exterieur,epaisseur_structure_mur_exterieur,surface_mur_totale,surface_mur_exterieur,surface_mur_deperditif,local_non_chauffe_principal_mur,l_orientation_mur_exterieur,type_isolation_plancher_bas,type_plancher_bas_deperditif,surface_plancher_bas_totale,surface_plancher_bas_deperditif,local_non_chauffe_principal_plancher_bas,type_adjacence_principal_plancher_bas,type_isolation_plancher_haut,type_plancher_haut_deperditif,surface_plancher_haut_totale,surface_plancher_haut_deperditif,local_non_chauffe_principal_plancher_haut,type_adjacence_principal_plancher_haut,type_porte,surface_porte,classe_inertie
F,51.0,1968,2.1,161.65,collectif,gaz,chaudiere gaz,récent(<15ans),2.0,1.0,unknown,unknown,collectif,gaz,chaudiere gaz,récent(<15ans),0.0,2.0,2.0,0.0,Ventilation naturelle par conduit,unknown,double vitrage,pvc,air sec,Volet roulant PVC ( e ≤ 12 mm),0.0,20.04097566956837,24.590677428633388,21.28,6.72,est ouest,0.44,0.0,2.0,non isole,murs en béton banché,30.0,44.5007,37.9179,44.5007,circulation sans ouverture directe sur l'extérieur,2.0,non isole,unknown,161.65,155.00437590958984,unknown,local non déperditif ( local à usage d'habitation chauffé),inconnu,dalle béton,161.65,161.65,unknown,extérieur,porte simple en bois porte opaque pleine,2.0,Légère
F,17.0,1948,1.0,43.0,individuel,electricite,generateurs a effet joule,unknown,1.0,1.0,unknown,unknown,individuel,electricite,ballon accumulation electrique,unknown,0.0,1.0,1.0,0.0,Ventilation par ouverture des fenêtres,unknown,double vitrage,bois,argon ou krypton,"Persienne coulissante ou volet battant PVC, volet battant bois (e > 22 mm)",0.0,20.04097566956837,24.590677428633388,26.09274928090764,4.73,non traversant,0.43,0.0,1.0,ITI,murs en pierre de taille et moellons constitué d'un seul matériaux,40.0,60.67,26.87,60.67,unknown,1.0,non isole,plancher entre solives bois avec ou sans remplissage,43.0,43.0,unknown,extérieur,unknown,unknown,113.84334171857029,151.9929136538324,unknown,unknown,porte simple en bois porte opaque pleine,2.2,Moyenne
F,38.0,1926,2.0,40.0,individuel,electricite,generateurs a effet joule,unknown,1.0,1.0,unknown,unknown,individuel,electricite,ballon accumulation electrique,unknown,0.0,1.0,1.0,0.0,Ventilation par ouverture des fenêtres,unknown,double vitrage,pvc,air sec,"Jalousie accordéon, fermeture à lames orientables y compris les vénitiens extérieurs tout métal, volets battants ou persiennes avec ajours fixes",0.0,20.04097566956837,5.8725,26.09274928090764,23.617383507017973,non traversant,0.45,0.0,1.0,inconnu,murs en pierre de taille et moellons constitué d'un seul matériaux,55.0,40.392,34.8005,40.392,circulation sans ouverture directe sur l'extérieur,2.0,unknown,unknown,122.06006214642329,155.00437590958984,unknown,unknown,unknown,unknown,113.84334171857029,151.9929136538324,unknown,unknown,porte simple en bois porte opaque pleine,2.58,Lourde
F,75.0,1840,2.1,42.4,individuel,electricite,generateurs a effet joule,unknown,1.0,1.0,unknown,unknown,individuel,electricite,ballon accumulation electrique,unknown,0.0,1.0,1.0,1.0,Ventilation naturelle par conduit,unknown,double vitrage,pvc,argon ou krypton,abscence de fermeture pour la baie vitrée,1.0,6.1794,24.590677428633388,4.074,2.1924,tout azimut,0.38,0.0,3.0,non isole,murs en briques pleines simples,23.0,46.1457,28.2949,46.1457,circulation avec ouverture directe sur l'extérieur,3.0,unknown,unknown,122.06006214642329,155.00437590958984,unknown,unknown,unknown,unknown,113.84334171857029,151.9929136538324,unknown,unknown,porte simple en bois porte opaque pleine,1.4965,Lourde
F,59.0,1947,2.1,25.42,individuel,electricite,generateurs a effet joule,unknown,1.0,1.0,unknown,unknown,individuel,electricite,ballon accumulation electrique,unknown,0.0,1.0,1.0,0.0,Ventilation mécanique auto réglable « après 1982 »,unknown,double vitrage,bois,air sec,abscence de fermeture pour la baie vitrée,0.0,20.04097566956837,24.590677428633388,4.6,23.617383507017973,non traversant,0.47,0.0,1.0,ITI,murs en briques pleines simples,23.0,69.6,18.6,30.6,circulation avec ouverture directe sur l'extérieur,1.0,non isole,dalle béton,13.0,13.0,unknown,terre-plein,inconnu,inconnu,12.71,12.71,unknown,extérieur,autre type de porte,1.8,Moyenne
F,87.0,1947,2.0,53.44,individuel,electricite,generateurs a effet joule,unknown,1.0,1.0,unknown,unknown,individuel,electricite,ballon accumulation electrique,unknown,0.0,1.0,1.0,1.0,Ventilation mécanique auto réglable « avant 1982 »,unknown,double vitrage,bois,air sec,abscence de fermeture pour la baie vitrée,0.0,2.7,24.590677428633388,6.85,23.617383507017973,est ouest,0.47,0.0,2.0,ITR,autre matÃ©riau non rÃ©pertoriÃ©,8.0,23.38,23.38,23.38,unknown,2.0,non isole,plancher entre solives bois avec ou sans remplissage,53.44,53.44,unknown,bâtiment ou local à usage autre que d'habitation,inconnu,dalle béton,53.44,9.0,unknown,local non déperditif ( local à usage d'habitation chauffé),unknown,7.928796003151214,Légère
F,75.0,1948,2.1,46.13,individuel,gaz,chaudiere gaz,récent(<15ans),1.0,1.0,unknown,unknown,individuel,electricite,ballon accumulation electrique,unknown,0.0,1.0,1.0,0.0,Ventilation par ouverture des fenêtres,unknown,double vitrage,pvc,air sec,abscence de fermeture pour la baie vitrée,0.0,5.77,24.590677428633388,26.09274928090764,2.35,90°,0.44,0.0,2.0,inconnu,murs en pan de bois,13.0,39.33,33.7,39.33,circulation avec ouverture directe sur l'extérieur,2.0,unknown,unknown,122.06006214642329,155.00437590958984,unknown,unknown,inconnu,plafond entre solives bois avec ou sans remplissage,46.13,46.13,locaux non chauffés non accessible,locaux non chauffés non accessible,porte simple en bois porte opaque pleine,1.72,Légère
F,13.0,0,2.1,20.35,individuel,electricite,generateurs a effet joule,unknown,1.0,1.0,unknown,unknown,individuel,electricite,ballon accumulation electrique,unknown,0.0,1.0,1.0,1.0,Ventilation par ouverture des fenêtres,unknown,simple vitrage,bois,unknown,"Persienne coulissante ou volet battant PVC, volet battant bois (e ≤ 22 mm)",0.2391778750837957,20.04097566956837,3.78,26.09274928090764,23.617383507017973,non traversant,0.52,0.0,1.0,non isole,murs en pierre de taille et moellons avec remplissage tout venant,50.0,49.32,24.22,24.22,unknown,2.0,non isole,unknown,20.35,155.00437590958984,unknown,local non déperditif ( local à usage d'habitation chauffé),non isole,plafond entre solives bois avec ou sans remplissage,20.35,20.35,unknown,extérieur,porte simple en bois porte avec double vitrage,1.9,Moyenne
F,75.0,0,2.1,48.9,collectif,gaz,chaudiere gaz,récent(<15ans),1.0,1.0,unknown,unknown,individuel,electricite,ballon accumulation electrique,unknown,0.0,1.0,1.0,1.0,Ventilation par ouverture des fenêtres,unknown,double vitrage,pvc,air sec,"Jalousie accordéon, fermeture à lames orientables y compris les vénitiens extérieurs tout métal, volets battants ou persiennes avec ajours fixes",0.0,20.04097566956837,2.52,2.6,3.84,tout azimut,0.44,0.0,3.0,non isole,murs en briques pleines simples,19.0,105.11,45.35,50.53,circulation sans ouverture directe sur l'extérieur,3.0,non isole,unknown,48.9,155.00437590958984,unknown,local non déperditif ( local à usage d'habitation chauffé),ITE,plafond bois sous solives bois,48.9,48.9,comble fortement ventilé,comble fortement ventilé,porte simple en bois porte opaque pleine,1.77,Légère
F,37.0,1900,2.0,60.0,individuel,electricite,generateurs a effet joule,unknown,1.0,1.0,unknown,unknown,individuel,electricite,ballon accumulation electrique,unknown,0.0,1.0,1.0,1.0,Ventilation mécanique auto réglable « après 1982 »,unknown,simple vitrage,bois,unknown,abscence de fermeture pour la baie vitrée,0.0,8.25,10.25,26.09274928090764,23.617383507017973,nord sud,0.52,0.0,2.0,ITI,murs en pierre de taille et moellons constitué d'un seul matériaux,30.0,40.9,40.9,40.9,unknown,2.0,isole,voutains en briques ou moellons,60.0,60.0,locaux non chauffés non accessible,locaux non chauffés non accessible,unknown,unknown,113.84334171857029,151.9929136538324,unknown,unknown,unknown,7.928796003151214,Lourde
F,37.0,1600,2.1,47.0,individuel,electricite,generateurs a effet joule,unknown,1.0,1.0,unknown,unknown,individuel,electricite,ballon accumulation electrique,unknown,0.0,1.0,1.0,1.0,Ventilation naturelle par conduit,unknown,double vitrage,bois,inconnu,abscence de fermeture pour la baie vitrée,0.0,1.6524,2.3524,26.09274928090764,1.1424,tout azimut,0.47,0.0,3.0,isole,murs en pan de bois,22.166666666666668,74.216,74.216,74.216,unknown,4.0,ITI,plancher entre solives bois avec ou sans remplissage,48.82,3.7,unknown,local non déperditif ( local à usage d'habitation chauffé),ITI,plafond entre solives bois avec ou sans remplissage,60.9377,60.9377,unknown,extérieur,porte simple en bois porte opaque pleine,1.464,Lourde
F,59.0,1948,2.0,60.2,individuel,gaz,chaudiere gaz,récent(<15ans),1.0,1.0,unknown,unknown,individuel,gaz,chaudiere gaz,récent(<15ans),0.0,1.0,1.0,1.0,Ventilation naturelle par conduit,unknown,double vitrage,pvc,air sec,abscence de fermeture pour la baie vitrée,0.0,20.04097566956837,2.15,8.46,23.617383507017973,est ouest,0.44,0.0,2.0,non isole,murs en briques pleines simples,25.5,73.79,31.89,59.79,circulation sans ouverture directe sur l'extérieur,2.0,inconnu,unknown,60.2,155.00437590958984,unknown,local non déperditif ( local à usage d'habitation chauffé),inconnu,unknown,60.2,151.9929136538324,unknown,local non déperditif ( local à usage d'habitation chauffé),porte simple en métal porte opaque pleine,1.8,Moyenne
F,75.0,1945,2.1,23.73,individuel,electricite,generateurs a effet joule,unknown,2.0,2.0,unknown,unknown,individuel,electricite,ballon accumulation electrique,unknown,0.0,1.0,1.0,0.0,Ventilation naturelle par conduit,solaire photovoltaïque,double vitrage,pvc,air sec,abscence de fermeture pour la baie vitrée,0.0,5.03,24.590677428633388,26.09274928090764,23.617383507017973,non traversant,0.44,0.0,1.0,non isole,murs en pierre de taille et moellons constitué d'un seul matériaux,30.0,23.5432,10.1516,23.5432,circulation sans ouverture directe sur l'extérieur,1.0,unknown,unknown,122.06006214642329,155.00437590958984,unknown,unknown,unknown,unknown,113.84334171857029,151.9929136538324,unknown,unknown,porte simple en bois porte opaque pleine,1.78,Moyenne
F,69.0,1948,2.0,61.01,individuel,gaz,chaudiere gaz,très ancien,1.0,1.0,unknown,unknown,individuel,gaz,chaudiere gaz,très ancien,0.0,1.0,1.0,1.0,Système de ventilation par entrées d’air hautes et basses,unknown,double vitrage,bois,air sec,abscence de fermeture pour la baie vitrée,0.0,1.25,5.6,26.09274928090764,23.617383507017973,nord sud,0.47,0.0,2.0,inconnu,murs en pierre de taille et moellons constitué d'un seul matériaux,50.0,45.24,27.23,45.24,circulation sans ouverture directe sur l'extérieur,2.0,unknown,unknown,122.06006214642329,155.00437590958984,unknown,unknown,inconnu,plafond en plaque de plâtre,61.01,61.01,comble fortement ventilé,extérieur,porte simple en bois porte opaque pleine,1.95,Moyenne
F,72.0,1900,2.1,43.95,individuel,electricite,generateurs a effet joule,unknown,1.0,1.0,unknown,unknown,individuel,electricite,ballon accumulation electrique,unknown,0.0,1.0,1.0,0.0,Ventilation mécanique auto réglable « après 1982 »,unknown,double vitrage,pvc,air sec,Volet roulant PVC ( e ≤ 12 mm),0.0,20.04097566956837,24.590677428633388,0.63,2.913,est ouest,0.44,0.0,2.0,non isole,murs en pierre de taille et moellons avec remplissage tout venant,50.0,34.6507,7.5617,34.6507,autres dépendances,1.0,ITI,plancher entre solives bois avec ou sans remplissage,46.0,46.0,autres dépendances,autres dépendances,ITI,combles aménagés sous rampant,35.17,35.17,comble fortement ventilé,comble fortement ventilé,porte simple en pvc porte avec double vitrage,2.2019,Lourde
F,1.0,0,2.1,22.4,individuel,electricite,generateurs a effet joule,unknown,1.0,1.0,unknown,unknown,individuel,electricite,ballon accumulation electrique,unknown,0.0,1.0,1.0,1.0,Ventilation mécanique auto réglable « après 1982 »,unknown,double vitrage,pvc,argon ou krypton,Volet roulant PVC ( e ≤ 12 mm),1.0,1.84,1.84,26.09274928090764,23.617383507017973,nord sud,0.38,0.0,2.0,inconnu,murs en pierre de taille et moellons avec remplissage tout venant,50.0,42.4,17.38,24.42,circulation sans ouverture directe sur l'extérieur,2.0,inconnu,unknown,22.4,155.00437590958984,unknown,local non déperditif ( local à usage d'habitation chauffé),ITE,plafond bois sous solives bois,22.4,22.4,comble fortement ventilé,comble fortement ventilé,porte simple en bois porte opaque pleine,1.55,Légère
F,92.0,0,2.1,60.5,individuel,gaz,chaudiere gaz,récent(<15ans),1.0,1.0,unknown,unknown,individuel,gaz,chaudiere gaz,récent(<15ans),0.0,1.0,1.0,1.0,Ventilation naturelle par conduit,unknown,simple vitrage,bois,unknown,"Jalousie accordéon, fermeture à lames orientables y compris les vénitiens extérieurs tout métal, volets battants ou persiennes avec ajours fixes",0.2391778750837957,20.04097566956837,1.44,9.62,4.2,est ouest,0.52,0.0,3.0,non isole,murs en briques pleines simples,34.0,91.2568047337278,34.3,47.8068047337278,circulation avec ouverture directe sur l'extérieur,3.0,non isole,plancher avec ou sans remplissage,60.5,60.5,hall,bâtiment ou local à usage autre que d'habitation,non isole,unknown,60.5,151.9929136538324,unknown,local non déperditif ( local à usage d'habitation chauffé),porte simple en bois porte opaque pleine,3.39,Légère
F,75.0,1991,2.1,51.0,individuel,electricite,generateurs a effet joule,unknown,1.0,1.0,unknown,unknown,individuel,electricite,ballon accumulation electrique,unknown,0.0,1.0,1.0,1.0,Ventilation mécanique auto réglable « après 1982 »,unknown,double vitrage,pvc,air sec,abscence de fermeture pour la baie vitrée,0.0,20.04097566956837,1.32,26.09274928090764,10.32,90°,0.44,0.0,2.0,non isole,murs en béton banché,156.66666666666666,67.74,39.13,51.43,circulation avec ouverture directe sur l'extérieur,3.0,non isole,unknown,51.0,155.00437590958984,unknown,local non déperditif ( local à usage d'habitation chauffé),non isole,unknown,51.0,151.9929136538324,unknown,local non déperditif ( local à usage d'habitation chauffé),porte simple en bois porte opaque pleine,1.95,Très Lourde
F,63.0,1949,2.0,14.7,individuel,electricite,generateurs a effet joule,unknown,1.0,1.0,unknown,unknown,individuel,electricite,ballon accumulation electrique,unknown,0.0,1.0,1.0,0.0,Ventilation naturelle par conduit,unknown,double vitrage,pvc,argon ou krypton,"Persienne coulissante ou volet battant PVC, volet battant bois (e > 22 mm)",0.0,20.04097566956837,24.590677428633388,1.45,23.617383507017973,non traversant,0.44,0.0,1.0,non isole,murs en pierre de taille et moellons constitué d'un seul matériaux,55.0,5.86,5.86,5.86,unknown,1.0,unknown,unknown,122.06006214642329,155.00437590958984,unknown,unknown,ITI,plafond bois sur solives bois,14.7,14.7,circulation sans ouverture directe sur l'extérieur,circulation sans ouverture directe sur l'extérieur,porte simple en bois porte opaque pleine,1.44,Légère
F,12.0,1947,2.1,26.0,individuel,electricite,generateurs a effet joule,unknown,1.0,1.0,unknown,unknown,individuel,electricite,ballon accumulation electrique,unknown,0.0,1.0,1.0,1.0,Ventilation naturelle par conduit,unknown,survitrage,bois,air sec,"Persienne coulissante ou volet battant PVC, volet battant bois (e > 22 mm)",0.0,1.8,0.9,26.09274928090764,23.617383507017973,nord sud,0.47,0.0,2.0,inconnu,murs en pierre de taille et moellons constitué d'un seul matériaux,60.0,39.82,19.8,39.82,circulation sans ouverture directe sur l'extérieur,4.0,non isole,voutains en briques ou moellons,27.0,27.0,unknown,sous-sol non chauffé,non isole,unknown,27.0,151.9929136538324,unknown,local non déperditif ( local à usage d'habitation chauffé),porte simple en bois porte opaque pleine,1.9,Moyenne
F,42.0,0,2.1,44.52,individuel,gaz,chaudiere gaz,neuf,1.0,1.0,unknown,unknown,individuel,gaz,chaudiere gaz,neuf,0.0,1.0,1.0,1.0,Ventilation hybride,unknown,double vitrage,pvc,air sec,"Persienne coulissante ou volet battant PVC, volet battant bois (e ≤ 22 mm)",0.0,20.04097566956837,24.590677428633388,0.7,6.0,est ouest,0.44,0.0,2.0,inconnu,murs en pierre de taille et moellons constitué d'un seul matériaux,50.0,63.79,60.79,63.79,circulation sans ouverture directe sur l'extérieur,4.0,ITE,plancher bois sur solives bois,44.52,44.52,autres dépendances,autres dépendances,inconnu,unknown,44.52,151.9929136538324,unknown,local non déperditif ( local à usage d'habitation chauffé),porte simple en bois porte opaque pleine,2.0,Légère
F,36.0,0,2.1,56.0,individuel,electricite,generateurs a effet joule,unknown,1.0,1.0,unknown,unknown,individuel,electricite,ballon accumulation electrique,unknown,0.0,1.0,1.0,1.0,Ventilation mécanique auto réglable « après 1982 »,unknown,double vitrage,bois,air sec,"Jalousie accordéon, fermeture à lames orientables y compris les vénitiens extérieurs tout métal, volets battants ou persiennes avec ajours fixes",0.0,6.98,24.590677428633388,0.33,23.617383507017973,non traversant,0.47,0.0,2.0,ITI,murs en pierre de taille et moellons avec remplissage tout venant,50.0,86.73,42.48,74.73,locaux non chauffés non accessible,3.0,non isole,dalle béton,44.6,44.6,unknown,terre-plein,ITE,plafond entre solives bois avec ou sans remplissage,32.47,32.47,comble faiblement ventilé,comble faiblement ventilé,porte simple en bois porte avec double vitrage,3.39,Moyenne
F,27.0,1962,2.1,64.0,individuel,gaz,chaudiere gaz,récent(<15ans),1.0,1.0,unknown,unknown,individuel,gaz,chaudiere gaz,récent(<15ans),0.0,1.0,1.0,1.0,Ventilation par ouverture des fenêtres,unknown,double vitrage,pvc,argon ou krypton,"Persienne coulissante ou volet battant PVC, volet battant bois (e > 22 mm)",0.0,4.82,4.54,26.09274928090764,1.81,tout azimut,0.44,0.0,3.0,non isole,murs en blocs de béton creux,25.0,67.1,50.7,62.3,circulation sans ouverture directe sur l'extérieur,3.0,non isole,unknown,70.0,155.00437590958984,unknown,local non déperditif ( local à usage d'habitation chauffé),non isole,dalle béton,70.0,70.0,comble fortement ventilé,comble fortement ventilé,autre type de porte,6.48,Très Lourde
F,49.0,1970,2.1,51.0,individuel,electricite,generateurs a effet joule,unknown,1.0,1.0,unknown,unknown,individuel,electricite,ballon accumulation electrique,unknown,0.0,1.0,1.0,0.0,Extracteur mécanique sur conduit non modifié de ventilation naturelle existante,unknown,double vitrage,pvc,argon ou krypton,Volet roulant PVC ( e > 12 mm),0.0,20.04097566956837,5.727,11.454,23.617383507017973,est ouest,0.44,0.0,2.0,inconnu,murs en blocs de béton creux,20.0,52.1437,18.3129,26.5298,autres dépendances,2.0,inconnu,dalle béton,51.0,51.0,unknown,terre-plein,non isole,unknown,51.0,151.9929136538324,unknown,local non déperditif ( local à usage d'habitation chauffé),porte simple en métal porte avec 30-60% de double vitrage,2.33,Lourde
F,69.0,1947,2.1,21.39,individuel,electricite,generateurs a effet joule,unknown,1.0,1.0,unknown,unknown,individuel,electricite,ballon accumulation electrique,unknown,0.0,1.0,1.0,1.0,Ventilation mécanique à extraction hygroréglable,unknown,double vitrage,métal avec rupture de pont thermique,air sec,abscence de fermeture pour la baie vitrée,0.0,20.04097566956837,24.590677428633388,2.07,23.617383507017973,non traversant,0.48,0.0,1.0,ITI,murs en pisé ou béton de terre stabilisé (à partir d'argile crue),50.0,17.64,17.24,17.64,circulation avec ouverture directe sur l'extérieur,2.0,ITE,unknown,21.39,155.00437590958984,unknown,local non déperditif ( local à usage d'habitation chauffé),ITI,combles aménagés sous rampant,27.82,27.82,unknown,extérieur,porte simple en bois porte opaque pleine,1.68,Légère
F,88.0,1958,2.1,48.0,individuel,electricite,generateurs a effet joule,unknown,4.0,4.0,unknown,unknown,individuel,electricite,ballon accumulation electrique,unknown,0.0,4.0,4.0,1.0,Ventilation naturelle par conduit,unknown,double vitrage,pvc,air sec,Volet roulant PVC ( e ≤ 12 mm),0.0,139.28,181.68,26.09274928090764,14.08,nord sud,0.44,0.0,3.0,ITE,murs en béton banché,30.0,1851.75,1367.76,1851.75,circulation avec ouverture directe sur l'extérieur,4.0,ITE,dalle béton,484.0,484.0,unknown,sous-sol non chauffé,ITE,plafond avec ou sans remplissage,484.0,484.0,comble fortement ventilé,comble fortement ventilé,porte simple en métal porte opaque pleine,67.6,Lourde
F,14.0,0,2.1,58.0,collectif,gaz,chaudiere gaz,ancien,1.0,1.0,unknown,unknown,individuel,gaz,chauffe-eau gaz independant,récent(<15ans),0.0,1.0,1.0,1.0,Ventilation naturelle par conduit,unknown,double vitrage,pvc,air sec,Volet roulant PVC ( e ≤ 12 mm),0.0,4.68,2.65,1.82,23.617383507017973,tout azimut,0.44,0.0,3.0,non isole,murs en blocs de béton pleins,25.0,48.2,39.16,48.2,circulation avec ouverture directe sur l'extérieur,4.0,non isole,"plancher lourd type entrevous terre-cuite, poutrelles béton",58.0,58.0,garage,garage,non isole,unknown,58.0,151.9929136538324,unknown,local non déperditif ( local à usage d'habitation chauffé),porte simple en bois porte opaque pleine,3.39,Très Lourde
F,63.0,1948,2.1,31.97,individuel,gaz,chaudiere gaz,récent(<15ans),1.0,1.0,unknown,unknown,individuel,gaz,chaudiere gaz,récent(<15ans),0.0,1.0,1.0,1.0,Ventilation par ouverture des fenêtres,solaire photovoltaïque,double vitrage,pvc,argon ou krypton,"Jalousie accordéon, fermeture à lames orientables y compris les vénitiens extérieurs tout métal, volets battants ou persiennes avec ajours fixes",0.0,20.04097566956837,24.590677428633388,5.78,23.617383507017973,non traversant,0.44,0.0,1.0,non isole,murs en béton banché,30.0,30.938,13.444,30.938,circulation sans ouverture directe sur l'extérieur,1.0,ITE,dalle béton,31.97,31.97,unknown,sous-sol non chauffé,non isole,unknown,31.97,151.9929136538324,unknown,local non déperditif ( local à usage d'habitation chauffé),porte simple en bois porte opaque pleine,1.73,Lourde
F,13.0,0,2.1,40.4,individuel,gaz,chaudiere gaz,très ancien,1.0,1.0,unknown,unknown,individuel,gaz,chaudiere gaz,très ancien,0.0,1.0,1.0,1.0,Système de ventilation par entrées d’air hautes et basses,unknown,double vitrage,pvc,air sec,"Jalousie accordéon, fermeture à lames orientables y compris les vénitiens extérieurs tout métal, volets battants ou persiennes avec ajours fixes",0.0,20.04097566956837,24.590677428633388,3.34,6.06,est ouest,0.46,0.0,2.0,inconnu,murs en béton banché,25.0,55.73,40.63,40.63,circulation sans ouverture directe sur l'extérieur,3.0,inconnu,unknown,40.4,155.00437590958984,unknown,local non déperditif ( local à usage d'habitation chauffé),inconnu,dalle béton,40.4,40.4,unknown,extérieur,porte simple en bois porte opaque pleine,1.84,Légère
F,75.0,1934,2.1,39.0,collectif,gaz,chaudiere gaz,récent(<15ans),1.0,1.0,unknown,unknown,collectif,gaz,chaudiere gaz,récent(<15ans),0.0,1.0,1.0,1.0,Ventilation par ouverture des fenêtres,unknown,double vitrage,pvc,air sec,"Jalousie accordéon, fermeture à lames orientables y compris les vénitiens extérieurs tout métal, volets battants ou persiennes avec ajours fixes",0.0,20.04097566956837,24.590677428633388,4.32,1.96,est ouest,0.44,1.0,2.0,non isole,murs en briques pleines simples,28.0,31.04,22.05,31.04,circulation sans ouverture directe sur l'extérieur,2.0,non isole,unknown,39.0,155.00437590958984,unknown,local non déperditif ( local à usage d'habitation chauffé),non isole,unknown,39.0,151.9929136538324,unknown,local non déperditif ( local à usage d'habitation chauffé),porte simple en bois porte opaque pleine,1.76,Moyenne
F,34.0,1949,1.0,28.0,individuel,electricite,generateurs a effet joule,unknown,1.0,1.0,unknown,unknown,individuel,electricite,ballon accumulation electrique,unknown,0.0,1.0,1.0,0.0,Ventilation par ouverture des fenêtres,unknown,simple vitrage,bois,air sec,"Fermeture sans ajours en position déployée, volets roulants alu",0.0,0.7,24.590677428633388,3.27,23.617383507017973,est ouest,0.52,0.0,2.0,non isole,murs en pierre de taille et moellons constitué d'un seul matériaux,45.0,29.54,13.36,29.54,circulation avec ouverture directe sur l'extérieur,2.0,unknown,unknown,122.06006214642329,155.00437590958984,unknown,unknown,unknown,unknown,113.84334171857029,151.9929136538324,unknown,unknown,porte simple en bois porte opaque pleine,1.74,Moyenne
F,59.0,1930,2.1,93.0,individuel,gaz,chaudiere gaz,neuf,1.0,1.0,unknown,unknown,individuel,gaz,chaudiere gaz,neuf,0.0,1.0,1.0,1.0,Ventilation par ouverture des fenêtres,unknown,double vitrage,pvc,argon ou krypton,Volet roulant PVC ( e ≤ 12 mm),0.0,20.04097566956837,20.69,5.75,7.5,tout azimut,0.44,0.0,3.0,non isole,murs en briques pleines simples,29.5,122.45,92.06,122.45,circulation avec ouverture directe sur l'extérieur,3.0,non isole,dalle béton,128.0,75.0,unknown,terre-plein,inconnu,plafond entre solives bois avec ou sans remplissage,26.25,26.25,unknown,extérieur,porte simple en bois porte opaque pleine,1.9,Lourde
F,46.0,1947,2.0,38.5,individuel,electricite,generateurs a effet joule,unknown,1.0,1.0,unknown,unknown,individuel,electricite,ballon accumulation electrique,unknown,0.0,1.0,1.0,0.0,Ventilation naturelle par conduit,unknown,double vitrage,bois,air sec,"Jalousie accordéon, fermeture à lames orientables y compris les vénitiens extérieurs tout métal, volets battants ou persiennes avec ajours fixes",0.0,20.04097566956837,24.590677428633388,4.0,23.617383507017973,non traversant,0.47,0.0,1.0,non isole,murs en pierre de taille et moellons constitué d'un seul matériaux,50.0,27.3249,12.7508,27.3249,circulation sans ouverture directe sur l'extérieur,1.0,non isole,plancher bois sur solives bois,38.41,38.41,autres dépendances,autres dépendances,unknown,unknown,113.84334171857029,151.9929136538324,unknown,unknown,porte simple en bois porte opaque pleine,1.7015,Légère
F,69.0,1900,2.1,79.69,individuel,electricite,generateurs a effet joule,unknown,1.0,1.0,unknown,unknown,individuel,electricite,ballon accumulation electrique,unknown,0.0,1.0,1.0,0.0,Système de ventilation par entrées d’air hautes et basses,unknown,simple vitrage,bois,argon ou krypton,"Persienne coulissante ou volet battant PVC, volet battant bois (e > 22 mm)",1.0,3.11,6.02,26.09274928090764,6.22,tout azimut,0.52,0.0,3.0,ITI,murs en pierre de taille et moellons avec remplissage tout venant,55.0,36.59,31.21,36.59,unknown,3.0,unknown,unknown,122.06006214642329,155.00437590958984,unknown,unknown,ITI,plafond en plaque de plâtre,79.69,79.69,locaux non chauffés non accessible,locaux non chauffés non accessible,porte simple en bois porte opaque pleine,2.35,Légère
F,42.0,0,2.1,57.0,collectif,fioul,chaudiere fioul,très ancien,1.0,1.0,unknown,unknown,collectif,fioul,chaudiere fioul,très ancien,0.0,1.0,1.0,1.0,Ventilation par ouverture des fenêtres,unknown,double vitrage,pvc,argon ou krypton,"Fermeture sans ajours en position déployée, volets roulants alu",1.0,20.04097566956837,5.35,5.7,23.617383507017973,est ouest,0.38,0.0,2.0,non isole,murs en pierre de taille et moellons avec remplissage tout venant,52.5,54.51,36.95,54.51,circulation avec ouverture directe sur l'extérieur,2.0,non isole,plancher entre solives bois avec ou sans remplissage,57.0,57.0,unknown,sous-sol non chauffé,non isole,unknown,57.0,151.9929136538324,unknown,local non déperditif ( local à usage d'habitation chauffé),porte simple en bois porte opaque pleine,1.69,Légère
